Gemeinde,Ort,PLZ,Strasse / Nr.,Ensemble,Objekt,GVZ Nr.,Einstufung,Festsetzung,Erlass,Schutz,Grundbucheintrag
Fischenthal,Steg,8496,Tösstalstrasse 88,"Fischenthal: Ehem. Weberei Steg AG; Fischenthal: Arbeitersiedlung, sog. «Weberinnensiedlung»",Haus 6,11401240,regional,4/11/1987,RRB Nr. 3488/1987 Zürcher Oberland,-,
Fischenthal,Steg,8496,Tösstalstrasse 90,"Fischenthal: Ehem. Weberei Steg AG; Fischenthal: Arbeitersiedlung, sog. «Weberinnensiedlung»",Hausteil 1,11400353,regional,4/11/1987,RRB Nr. 3488/1987 Zürcher Oberland,-,
Fischenthal,Steg,8496,Tösstalstrasse 92,"Fischenthal: Ehem. Weberei Steg AG; Fischenthal: Arbeitersiedlung, sog. «Weberinnensiedlung»",Hausteil 2,11400354,regional,4/11/1987,RRB 3488/1987 Zürcher Oberland,-,
Fischenthal,Steg,8496,Tösstalstrasse 96,Fischenthal: Ehem. Weberei Steg AG,Ehem. Webereigebäude,11400345,regional,4/11/1987,RRB Nr. 3488/1987 Zürcher Oberland,PD,2/3/1995
Fischenthal,Steg,8496,Tösstalstrasse 96 bei,Fischenthal: Ehem. Weberei Steg AG,Kohlenschuppen,11400347,regional,4/11/1987,RRB Nr. 3488/1987 Zürcher Oberland,-,
Fischenthal,Steg,8496,Tösstalstrasse 96 bei,Fischenthal: Ehem. Weberei Steg AG,Trafostation D 280-Turm,11400351,regional,4/11/1987,RRB Nr. 3488/1987 Zürcher Oberland,-,
Fischenthal,Steg,8496,Vorderstrahlegg 1,,Ehem. Schulhaus Strahlegg,11400676,regional,,,-,
Fischenthal,Steg,8496,Vorderstrahlegg 3,,Bauernhaus mit Wirtschaft Alpenrösli,11400678,regional,19/12/1979,"RRB Nr. 3488/1987 Zürcher Oberland, RRB Nr. 5113/1979 Liste Kanton",-,
Fischenthal,Steg,8496,Vorderstrahlegg 7,,"Doppelbauernhaus mit Scheune, sog. «Haus Peter»",11400680,regional,19/12/1979,"RRB Nr. 3488/1987 Zürcher Oberland, RRB Nr. 5113/1979 Liste Kanton",-,
Fischenthal,Steg im Tösstal,8496,Chlital 3 bei,Fischenthal: Drechslerei Chlital,Wasserkraftanlage,,regional,19/12/1979,"RRB Nr. 3488/1987 Zürcher Oberland, RRB Nr. 5113/1979 Liste Kanton",PD,24/10/1995
Fischenthal,Steg im Tösstal,8496,Hintergrund 1,,Bauernhaus mit Ökonomieteil,11400275,regional,17/10/2006,BDV Nr. 3056/2006 Einzelfestsetzung ohne Inventarblatt,PD,28/2/2007
Fischenthal,,8497,,,Grenzstein von 1823,,regional,19/12/1979,"RRB Nr. 3488/1987 Zürcher Oberland, RRB Nr. 5113/1979 Liste Kanton",-,
Flaach,Flaach,8416,Andelfingerstrasse 2,,Bauernwohnhaus,2800172,-,,,PD,26/6/1989
Flaach,Flaach,8416,Andelfingerstrasse 5; Webergasse 2,,Wirtschaft Alte Post,2800177,regional,,,-,
Flaach,Flaach,8416,Auen 1,Flaach: Aussiedlerhof Meier,Wohnhaus,2800766,regional,26/8/2014,"BDV Nr. 4038/2014, Unterschutzstellung",ÖREB,5/11/2014
Flaach,Flaach,8416,Auen 2,Flaach: Aussiedlerhof Meier,Scheune,2800767,regional,26/8/2014,BDV Nr. 4038/2014,ÖREB,5/11/2014
Flaach,Flaach,8416,Auen 2 bei,Flaach: Aussiedlerhof Meier,Schopf/Remise,2800768,regional,26/8/2014,BDV Nr. 4038/2014,ÖREB,5/11/2014
Flaach,Flaach,8416,Bergstrasse 10,Flaach: Kirche,"Kirche, ref.",2800444,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,PD,10/9/1982
Flaach,Flaach,8416,Bergstrasse 10,Flaach: Kirche,Turm,2800444,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,PD,12/10/1953
Flaach,Flaach,8416,Bergstrasse 2; Bergstrasse 4,,Hausteil 1+2,2800438,-,,,PD,12/4/1979
Flaach,Flaach,8416,Bergstrasse 7,Flaach: Pfarrliegenschaft,"Pfarrhaus, ref.",2800457,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,-,
Flaach,Flaach,8416,Bergstrasse 7 bei,Flaach: Pfarrliegenschaft,Pfarrhausbrunnen,,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,-,
Flaach,Flaach,8416,Bergstrasse 7 bei,Flaach: Pfarrliegenschaft,"Waschhaus, ehem. mit Holzschopf",2800455,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,-,
Flaach,Flaach,8416,Hauptstrasse 11,Flaach: Bauernhaus mit Oekonomiegebäude,Hausteil 2,2800303,-,,,PD,7/6/1979
Flaach,Flaach,8416,Hauptstrasse 2,Flaach: Doppelbauernhaus/Wagnerhaus,Hausteil 1,2800280,regional,4/11/1988,BDV Nr. 0969/1988 Einzelaufstufung,ÖREB,10/8/1989
Flaach,Flaach,8416,Hauptstrasse 30 bei,,Tabakscheune,2800316,regional,,,-,
Flaach,Flaach,8416,Hauptstrasse 33,Flaach: Hof Kilchsberger,Bauernhaus,2800491,regional,,,-,
Flaach,Flaach,8416,Hauptstrasse 33 bei,Flaach: Hof Kilchsberger,"Waschhaus, ehem.",2800489,regional,,,-,
Flaach,Flaach,8416,Hauptstrasse 4,Flaach: Doppelbauernhaus/Wagnerhaus,Hausteil 2,2800282,regional,4/11/1988,BDV Nr. 0969/1988 Einzelaufstufung,ÖREB,10/8/1989
Flaach,Flaach,8416,Im Moos 13,,"Bauern- und Gasthaus, ehem.",2800411,-,,,PD,31/8/1987
Flaach,Flaach,8416,Oberdorfstrasse 6,Flaach: Wagnerei Oberdorf,Hausteil 2,2800038,-,,,PD,7/10/1980
Flaach,Flaach,8416,Obermühleweg 1,"Flaach: Obermühle; Flaach: Wasserkraftanlage der Obermühle mit Radhaus in der Mühle, und Wasserbauten","Wirtschaft, ehem. Mühle «Obermühle»",2800032,regional,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,PD,10/4/2003
Flaach,Flaach,8416,Obermühleweg 1 bei,"Flaach: Obermühle; Flaach: Wasserkraftanlage der Obermühle mit Radhaus in der Mühle, und Wasserbauten",Mühlebach,,regional,,,-,
Flaach,Flaach,8416,Obermühleweg 1 bei,"Flaach: Obermühle; Flaach: Wasserkraftanlage der Obermühle mit Radhaus in der Mühle, und Wasserbauten",Mühlenkanal,,regional,,,-,
Flaach,Flaach,8416,Obermühleweg 1 bei,"Flaach: Obermühle; Flaach: Wasserkraftanlage der Obermühle mit Radhaus in der Mühle, und Wasserbauten",Mühlenweiher,,regional,,,-,
Flaach,Flaach,8416,Obermühleweg 1 bei,Flaach: Obermühle,Waschhaus und Holzhaus,,regional,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,PD,10/4/2003
Flaach,Flaach,8416,Obermühleweg 1 bei,"Flaach: Obermühle; Flaach: Wasserkraftanlage der Obermühle mit Radhaus in der Mühle, und Wasserbauten",Wasserrad und Kraftübertragung,,regional,,,-,
Flaach,Flaach,8416,Platte 11,,Ehem. Bauernwohnhaus,2800390,-,,,PD,24/6/1993
Flaach,Flaach,8416,Platte 3,,Bauernhaus,2800377,-,,,PD,16/10/1995
Flaach,Flaach,8416,Postgasse 10; Postgasse 8,,"Bauernhaus, ehem.",2800326,-,,,PD,28/5/1984
Flaach,Flaach,8416,Rohnhofstrasse 1,"Flaach: Kleinbauernhäuser, ehem.",Wohnteil 1,2800357,-,,,PD,11/7/1983
Flaach,Flaach,8416,Rohnhofstrasse 3 bei,"Flaach: Kleinbauernhäuser, ehem.",Scheunenteil,2800358,-,,,PD,11/7/1983
Flaach,Flaach,8416,Schloss Flaach,Flaach: Schloss Flaach,Schlossscheune,2800397,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,ÖREB,10/12/2015
Flaach,Flaach,8416,Schloss Flaach 1,Flaach: Schloss Flaach,Schlossgebäude,2800396,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,ÖREB,15/12/2015
Flaach,Flaach,8416,Schloss Flaach bei 1,Flaach: Schloss Flaach,Hofbrunnen,,kantonal,,,-,
Flaach,Flaach,8416,Schlosstrotte 1,Flaach: Schloss Flaach,"Schlosstrotte, ehem.",2800394,-,,,PD,19/11/1985
Flaach,Flaach,8416,Strehlgasse 10,,Bauernhaus,2800346,-,,,PD,18/11/1971
Flaach,Flaach,8416,Untermühleweg 11,Flaach: Untermühle; Flaach: Wasserbauten der Untermühle,Mühlekanal,,regional,,,-,
Flaach,Flaach,8416,Untermühleweg 11,Flaach: Untermühle; Flaach: Wasserbauten der Untermühle,Mühlengebäude,2800429,regional,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,ÖREB,9/8/1999
Flaach,Flaach,8416,Untermühleweg 11,Flaach: Untermühle; Flaach: Wasserbauten der Untermühle,Radhaus,2800429,regional,,,-,
Flaach,Flaach,8416,Untermühleweg 11,Flaach: Untermühle; Flaach: Wasserbauten der Untermühle,Rücklauf in Flaacherbach,,regional,,,-,
Flaach,Flaach,8416,Untermühleweg 11,Flaach: Untermühle; Flaach: Wasserbauten der Untermühle,Überlauf,,regional,,,-,
Flaach,Flaach,8416,Untermühleweg 9,Flaach: Untermühle; Flaach: Wasserbauten der Untermühle,Nebengebäude,2800427,regional,9/5/1993,RRB Nr. 1416/1993,PD,24/6/1993
Flaach,Flaach,8416,Ziegelhütte 1,Flaach: Ziegelhütte,Gasthaus Ziegelhütte,2800589,-,,,PD,3/3/1980
Flaach,Flaach,8416,,Flaach: Untermühle; Flaach: Wasserbauten der Untermühle,Keller bei der Untermühle,,regional,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,-,
Flaach,Flaach,8416,,Flaach: Sperrstelle 647,Kleinunterstand A05447,,regional,,,-,
Flaach,Flaach,8416,,,Steinbrücke,,regional,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,-,
Flaach,Geissenweid,8416,Hauptstrasse,Dorf/Berg am Irchel/Flaach: Sperrstelle 654,Kleinunterstand A05440,,kantonal,,,-,
Flurlingen,Flurlingen,8247,Allenwindenstrasse 7b,"Flurlingen: Arova Fabrikanlage, ehemalige Schweizerische Bindfadenfabrik (SFB)",Reservoir,2900737,regional,,,-,
Flurlingen,Flurlingen,8247,Allenwindenstrasse 7c,"Flurlingen: Arova Fabrikanlage, ehemalige Schweizerische Bindfadenfabrik (SFB)",Reglerstation,2900766,regional,,,-,
Flurlingen,Flurlingen,8247,Alte Strasse 18,,Schiltlitrotte,2900174,regional,,,PD,30/7/1985
Flurlingen,Flurlingen,8247,Brunnengässli 6,"Flurlingen: Kleinbauernhaus, ehem.",Hausteil 1,2900234,regional,24/4/1996,RRB Nr. 1139/1996 Einzelaufstufung,PD,10/6/1996
Flurlingen,Flurlingen,8247,Brunnengässli 8,"Flurlingen: Kleinbauernhaus, ehem.",Hausteil 2,2900236,regional,24/4/1996,RRB Nr. 1139/1996 Einzelaufstufung,PD,10/6/1996
Flurlingen,Flurlingen,8247,Dorfstrasse 14,,Kleinbauernhaus mit Scheune,2900523,-,,,PD,3/4/1986
Flurlingen,Flurlingen,8247,Dorfstrasse 14 bei,,Trotte «Hirschentrotte»,2900206,regional,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,PD,7/9/1981
Flurlingen,Flurlingen,8247,Dorfstrasse 25; Gründenstrasse 1,Flurlingen: Konsum,Wohn- und Geschäftshaus,2900001,regional,,,PD,23/9/1982
Flurlingen,Flurlingen,8247,Dorfstrasse 26,,Wohnhaus Schweizerbund,2900200,-,,,PD,15/5/1979
Flurlingen,Flurlingen,8247,Dorfstrasse 32,,Wohnhaus,2900216,-,,,PD,27/10/1988
Flurlingen,Flurlingen,8247,Dorfstrasse 34,,Wohnhaus,2900226,-,,,PD,3/3/1993
Flurlingen,Flurlingen,8247,Dorfstrasse 5,,Wohnhaus mit Schopfanbau,2900542,-,,,PD,25/4/2000
Flurlingen,Flurlingen,8247,Gründenstrasse 26,,Primarschulhaus,2900026,-,,,PD,25/11/1985
Flurlingen,Flurlingen,8247,Gründenstrasse 58,Flurlingen: Weinhalde,Wohnhaus,2900058,regional,,,-,
Flurlingen,Flurlingen,8247,Gründenstrasse 58 bei,Flurlingen: Weinhalde,Schopf,2900060,regional,,,-,
Flurlingen,Flurlingen,8247,Gründenstrasse 58 bei,Flurlingen: Weinhalde,Waschhaus,2900062,regional,,,-,
Flurlingen,Flurlingen,8247,Gründenstrasse 6,,Wohnhaus,2900006,-,,,PD,14/8/1978
Flurlingen,Flurlingen,8247,Gründenstrasse 66,Flurlingen: Villa mit Gartenanlage,Villa,2900066,regional,,,-,
Flurlingen,Flurlingen,8247,Gründenstrasse 66 bei,Flurlingen: Villa mit Gartenanlage,Waschhaus,2900068,regional,,,-,
Flurlingen,Flurlingen,8247,Im Schlatter,"Flurlingen: Arova Fabrikanlage, ehemalige Schweizerische Bindfadenfabrik (SFB)",Betriebsgebäude von 1880,2900703,regional,,,-,
Flurlingen,Flurlingen,8247,Im Schlatter,"Flurlingen: Arova Fabrikanlage, ehemalige Schweizerische Bindfadenfabrik (SFB)",Fabrikgebäude von 1916,2900713,regional,,,-,
Flurlingen,Flurlingen,8247,Im Schlatter,"Flurlingen: Arova Fabrikanlage, ehemalige Schweizerische Bindfadenfabrik (SFB)",Fabrikgebäude von 1919,2900707,regional,,,-,
Flurlingen,Flurlingen,8247,Im Schlatter,"Flurlingen: Arova Fabrikanlage, ehemalige Schweizerische Bindfadenfabrik (SFB)",Fabrikgebäude von 1937,2900702,regional,,,-,
Flurlingen,Flurlingen,8247,Im Schlatter,"Flurlingen: Arova Fabrikanlage, ehemalige Schweizerische Bindfadenfabrik (SFB)",Gewerbehaus von 1945,2900714,regional,,,-,
Flurlingen,Flurlingen,8247,Im Schlatter,"Flurlingen: Arova Fabrikanlage, ehemalige Schweizerische Bindfadenfabrik (SFB)",Kesselhaus und Werkstattgebäude von 1915,2900710,regional,,,-,
Flurlingen,Flurlingen,8247,Im Schlatter,"Flurlingen: Arova Fabrikanlage, ehemalige Schweizerische Bindfadenfabrik (SFB)",Rohstofflager 1,2900716,regional,,,-,
Flurlingen,Flurlingen,8247,Neuhauserstrasse 17,Flurlingen: Wirtschaft zum Frohsinn,Scheune Zum Frohsinn,2900250,-,,,PD,15/8/1973
Flurlingen,Flurlingen,8247,Rheingässli 9; Rheingässli 7,Flurlingen: Armenhaus,Hausteil 1,2900528,-,,,PD,11/1/1977
Flurlingen,Flurlingen,8247,Spisenstrasse / Alte Landstrasse,,Eggli-Trotte,2900746,regional,,,-,
Flurlingen,Flurlingen,8247,Stantenweg,,"Trotte, sog. «Stantenwegtrotte»",2900754,regional,3/3/2003,BDV Nr. 0058/2003 vom 03.03.2003 Einzelaufstufung im Zusammenhang Beitrag,PD,5/2/2004
Flurlingen,Flurlingen,8247,Winterthurerstrasse 731,"Flurlingen: Arova Fabrikanlage, ehemalige Schweizerische Bindfadenfabrik (SFB)",Wohnhaus von 1880,2900731,regional,,,-,
Flurlingen,Flurlingen,8247,,Feuerthalen/Flurlingen: Sperrstelle 649,Infanteriebunker A05475,,kantonal,,,-,
Flurlingen,Flurlingen,8247,,Dachsen/Laufen-Uhwiesen/Flurlingen: Sperrstelle 650,Unterstand A05470,,kantonal,,,-,
Flurlingen,Flurlingen,8247,,,Brücke Flurlingen Neuhausen,,regional,,,-,
Freienstein-Teufen,Freienstein,8427,Alice-Strasse 57,Freienstein-Teufen/Rorbas: Spinnerei Blumer Söhne & Cie.,Garagengebäude,5700017,kantonal,,,-,
Freienstein-Teufen,Freienstein,8427,Breitestrasse 17 bei; Hägelerstrasse,,Trottgebäude,5700273,regional,,,-,
Freienstein-Teufen,Freienstein,8427,Breitestrasse 2,,Bauernhaus,5700254,-,,,PD,23/3/1978
Freienstein-Teufen,Freienstein,8427,Dättlikerstrasse 28,,Kleinbauernhaus,5700232,regional,8/9/1993,RRB Nr. 2718/1993 Einzelaufstufung,PD,6/11/1994
Freienstein-Teufen,Freienstein,8427,Dorfstrasse 53,,"Bauernhaus, Friedensrichterhaus",5700218,-,,,PD,2/12/1987
Freienstein-Teufen,Freienstein,8427,Giesserweg 1,Freienstein-Teufen/Rorbas: Spinnerei Blumer Söhne & Cie.,Einfamilienhaus,5700063,kantonal,29/2/1996,BDV Nr. 400/1996 vom 29.02.1996 Einzelaufstufung,-,
Freienstein-Teufen,Freienstein,8427,Giesserweg 2,Freienstein-Teufen/Rorbas: Spinnerei Blumer Söhne & Cie.,Einfamilienhaus,5700060,kantonal,29/2/1996,BDV Nr. 400/1996 vom 29.02.1996 Einzelaufstufung,-,
Freienstein-Teufen,Freienstein,8427,Giesserweg 3,Freienstein-Teufen/Rorbas: Spinnerei Blumer Söhne & Cie.,Einfamilienhaus,5700065,kantonal,29/2/1996,BDV Nr. 400/1996 vom 29.02.1996 Einzelaufstufung,-,
Freienstein-Teufen,Freienstein,8427,Giesserweg 4,Freienstein-Teufen/Rorbas: Spinnerei Blumer Söhne & Cie.,Einfamilienhaus,5700062,kantonal,29/2/1996,BDV Nr. 400/1996 vom 29.02.1996 Einzelaufstufung,-,
Freienstein-Teufen,Freienstein,8427,Giesserweg 6,Freienstein-Teufen/Rorbas: Spinnerei Blumer Söhne & Cie.,Einfamilienhaus,5700064,kantonal,29/2/1996,BDV Nr. 400/1996 vom 29.02.1996 Einzelaufstufung,-,
Freienstein-Teufen,Freienstein,8427,Giesserweg 8,Freienstein-Teufen/Rorbas: Spinnerei Blumer Söhne & Cie.,Einfamilienhaus,5700066,kantonal,29/2/1996,BDV Nr. 400/1996 vom 29.02.1996 Einzelaufstufung,-,
Freienstein-Teufen,Freienstein,8427,Gupfe 6,,Wohnhaus,5700185,regional,,,-,
Freienstein-Teufen,Freienstein,8427,Hagackerstrasse 10; Hagackerstrasse 12,Freienstein-Teufen/Rorbas: Spinnerei Blumer Söhne & Cie.,Kosthaus,5700054,kantonal,29/2/1996,BDV Nr. 400/1996 vom 29.02.1996 Einzelaufstufung,-,
Freienstein-Teufen,Freienstein,8427,Hagackerstrasse 2,Freienstein-Teufen/Rorbas: Spinnerei Blumer Söhne & Cie.; Freienstein-Teufen: Kosthäuser Spinnerei Blumer Hagackerstrasse 2-8,Kosthaus Hausteil 1,5700046,kantonal,29/2/1996,BDV Nr. 0400/1996 Einzelaufstufung,ÖREB,29/10/2015
Freienstein-Teufen,Freienstein,8427,Hagackerstrasse 4,Freienstein-Teufen/Rorbas: Spinnerei Blumer Söhne & Cie.; Freienstein-Teufen: Kosthäuser Spinnerei Blumer Hagackerstrasse 2-8,Kosthaus Hausteil 2,5700883,kantonal,29/2/1996,BDV Nr. 0400/1996 Einzelaufstufung,ÖREB,29/10/2015
Freienstein-Teufen,Freienstein,8427,Hagackerstrasse 6,Freienstein-Teufen: Kosthäuser Spinnerei Blumer Hagackerstrasse 2-8; Freienstein-Teufen/Rorbas: Spinnerei Blumer Söhne & Cie.,Kosthaus Hausteil 3,5700884,kantonal,29/2/1996,BDV Nr. 0400/1996 Einzelaufstufung,ÖREB,29/10/2015
Freienstein-Teufen,Freienstein,8427,Hagackerstrasse 8,Freienstein-Teufen: Kosthäuser Spinnerei Blumer Hagackerstrasse 2-8; Freienstein-Teufen/Rorbas: Spinnerei Blumer Söhne & Cie.,Kosthaus Hausteil 4,5700885,kantonal,29/2/1996,BDV Nr. 0400/1996 Einzelaufstufung,ÖREB,29/10/2015
Freienstein-Teufen,Freienstein,8427,Im Geissstig,,Rebhaus,5700032,-,,,PD,23/7/1982
Freienstein-Teufen,Freienstein,8427,Kennelwies,Freienstein-Teufen/Rorbas: Spinnerei Blumer Söhne & Cie.,Hochkamin,5700027,kantonal,29/2/1996,BDV Nr. 0400/1996 vom 29.02.1996 Einzelaufstufung,PD,12/12/2011
Freienstein-Teufen,Freienstein,8427,Kennelwies,Freienstein-Teufen/Rorbas: Spinnerei Blumer Söhne & Cie.,Oberwasserkanal WR Bülach 205,,kantonal,29/2/1996,BDV Nr. 0400/1996 vom 29.02.1996 Einzelaufstufung,PD,10/11/2004
Freienstein-Teufen,Freienstein,8427,Kennelwies,Freienstein-Teufen/Rorbas: Spinnerei Blumer Söhne & Cie.; Freienstein-Teufen/Rorbas: Tössbrücke bei der Spinnerei Blumer & Co.,Tössbrücke,,kantonal,29/2/1996,BDV Nr. 0400/1996 vom 29.02.1996 Einzelaufstufung,-,
Freienstein-Teufen,Freienstein,8427,Kennelwies,Freienstein-Teufen/Rorbas: Spinnerei Blumer Söhne & Cie.,Wasserrecht Bülach 33,,kantonal,29/2/1996,BDV Nr. 400/1996 vom 29.02.1996 Einzelaufstufung,-,
Freienstein-Teufen,Freienstein,8427,Kennelwies,Freienstein-Teufen/Rorbas: Spinnerei Blumer Söhne & Cie.,"Weberei mit Turbinen-, Maschinen- und Kesselhaus",5700027,kantonal,29/2/1996,"BDV Nr. 400/1996, Einzelaufstufung",ÖREB,25/11/2015
Freienstein-Teufen,Freienstein,8427,Kennelwies 1,Freienstein-Teufen/Rorbas: Spinnerei Blumer Söhne & Cie.,"Wohnhaus, ehem. Turbinenhaus",5700041,kantonal,29/2/1996,BDV Nr. 400/1996 Einzelaufstufung,-,
Freienstein-Teufen,Freienstein,8427,Kennelwies 1 bei,Freienstein-Teufen/Rorbas: Spinnerei Blumer Söhne & Cie.,Kohlenschopf,5700036,kantonal,,,-,
Freienstein-Teufen,Freienstein,8427,Kennelwies 3,Freienstein-Teufen/Rorbas: Spinnerei Blumer Söhne & Cie.,"Ehem. Portierhaus, später Kinderhort",5700021,kantonal,29/2/1996,BDV Nr. 400/1996 vom 29.02.1996 Einzelaufstufung,-,
Freienstein-Teufen,Freienstein,8427,Kennelwies 3 bei,Freienstein-Teufen/Rorbas: Spinnerei Blumer Söhne & Cie.,Bretterschopf,5700020,kantonal,,BDV Nr. 0400/1996 vom 29.02.1996 Einzelaufstufung,ÖREB,27/2/2018
Freienstein-Teufen,Freienstein,8427,Kennelwies 5,Freienstein-Teufen/Rorbas: Spinnerei Blumer Söhne & Cie.,Schmiedegebäude und Wohnhaus mit mechanischer Werkstatt,5700019,kantonal,29/2/1996,BDV Nr. 400/1996 vom 29.02.1996 Einzelaufstufung,PD,20/5/2008
Freienstein-Teufen,Freienstein,8427,Kennelwiesstrasse 2,Freienstein-Teufen/Rorbas: Spinnerei Blumer Söhne & Cie.,Baumwollmagazin,5700042,kantonal,29/2/1996,BDV Nr. 400/1996 vom 29.02.1996 Einzelaufstufung,-,
Freienstein-Teufen,Freienstein,8427,Königshof 3,Freienstein-Teufen: Wohnhaus «Zum Königshof»,Hausteil 3,5700140,regional,,,-,
Freienstein-Teufen,Freienstein,8427,Königshof 4,Freienstein-Teufen: Wohnhaus «Zum Königshof»,Hausteil 1,5700134,regional,,,-,
Freienstein-Teufen,Freienstein,8427,Königshof 4,Freienstein-Teufen: Wohnhaus «Zum Königshof»,Hausteil 2,5700134,regional,,,-,
Freienstein-Teufen,Freienstein,8427,Othmar Blumer-Strasse 1,Freienstein-Teufen/Rorbas: Spinnerei Blumer Söhne & Cie.,Spinnerei,5700027,kantonal,29/2/1996,BDV Nr. 400/1996 vom 29.02.1996 Einzelaufstufung,ÖREB,25/11/2015
Freienstein-Teufen,Freienstein,8427,Solarweg 10; Solarweg 12; Solarweg 6; Solarweg 8,Freienstein-Teufen/Rorbas: Spinnerei Blumer Söhne & Cie.,Baumwollmagazin,5700040,kantonal,29/2/1996,BDV Nr. 400/1996 vom 29.02.1996 Einzelaufstufung,-,
Freienstein-Teufen,Freienstein,8427,,,Burgruine Freienstein,,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,-,
Freienstein-Teufen,Teufen,8428,Irchelstrasse 53; Irchelstrasse 55,,Bauernhaus,5700505,regional,,,PD,22/5/1980
Freienstein-Teufen,Teufen,8428,Neues Schloss,,«Neues Schloss»,5700377,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,PD,15/12/1977
Freienstein-Teufen,Teufen,8428,Schloss Teufen,Freienstein-Teufen: Altes Schloss Teufen,Ehem. Tonmühle,5700370,kantonal,21/2/1990,"Unterschutzstellungsvertrag 21.02.1990, Einzelaufstufung",ÖREB,9/5/1990
Freienstein-Teufen,Teufen,8428,Schloss Teufen,Freienstein-Teufen: Altes Schloss Teufen,Feuerwehrmagazin,5700373,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,PD,21/10/1980
Freienstein-Teufen,Teufen,8428,Schloss Teufen,Freienstein-Teufen: Altes Schloss Teufen,Gartenhaus/Lusthaus,5700380,kantonal,21/2/1990,"Unterschutzstellungsvertrag 21.02.1990, Einzelaufstufung",ÖREB,9/5/1990
Freienstein-Teufen,Teufen,8428,Schloss Teufen,Freienstein-Teufen: Altes Schloss Teufen,Geräte- und Holzschopf,5700375,kantonal,19/12/1979,RRB 5113/1979 Liste Kanton,PD,21/10/1980
Freienstein-Teufen,Teufen,8428,Schloss Teufen,Freienstein-Teufen: Altes Schloss Teufen,Orangerie,5700379,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,ÖREB,9/5/1990
Freienstein-Teufen,Teufen,8428,Schloss Teufen,Freienstein-Teufen: Altes Schloss Teufen,Ostflügel,5700371,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,ÖREB,9/5/1990
Freienstein-Teufen,Teufen,8428,Schloss Teufen,,Schlosskeller,,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,ÖREB,9/5/1990
Freienstein-Teufen,Teufen,8428,Schloss Teufen,Freienstein-Teufen: Altes Schloss Teufen,Schlossscheune,5700374,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,PD,21/10/1980
Freienstein-Teufen,Teufen,8428,Schloss Teufen,Freienstein-Teufen: Altes Schloss Teufen,Südflügel,5700372,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,PD,9/5/1990
Freienstein-Teufen,Teufen ZH,8428,Schloss Teufen,Freienstein-Teufen: Altes Schloss Teufen,Garten westlich des Schlosses,,kantonal,14/4/1998,"RRB Nr. 492/1998 vom 04.03.1998, Einzelaufstufung",PD,14/4/1998
Freienstein-Teufen,Teufen ZH,8428,Schloss Teufen,Freienstein-Teufen: Altes Schloss Teufen,Garten östlich des Schlosses,,kantonal,,"RRB Nr. 492/1998 vom 04.03.1998, Einzelaufstufung",PD,
Freienstein-Teufen,Teufen ZH,8428,Schloss Teufen,Freienstein-Teufen: Altes Schloss Teufen,Schlossbrunnen,,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,-,
Freienstein-Teufen,Teufen ZH,8428,,,"Wachtturm, Ruine",,kantonal,19/12/1979,RRB Nr. 5113/1979 Liste Kanton,-,
Freienstein-Teufen,Teufen ZH,8428,,Freienstein-Teufen: Sperrstelle 655,Infanteriebunker A05431,,regional,,,-,
Geroldswil,Geroldswil,8954,Bergstrasse 27,Geroldswil: Wohnhäuser im Büel,Einfamilienwohnhaus,24400747,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Geroldswil,Geroldswil,8954,Bergstrasse 29,Geroldswil: Wohnhäuser im Büel,Einfamilienwohnhaus,24400748,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Geroldswil,Geroldswil,8954,Bühlstrasse 2,Geroldswil: Wohnhäuser im Büel,Einfamilienwohnhaus,24400743,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
Geroldswil,Geroldswil,8954,Bühlstrasse 4,Geroldswil: Wohnhäuser im Büel,Einfamilienwohnhaus,24400744,regional,13/9/2019,AREV Nr. 0848/2019 Liste und Inventarblatt,-,
